event_id,symbol,pump_start,last_trigger_time,peak_time,trigger_modes,trigger_minutes,source_event_ids,merged_event_count,pump_start_close,peak_price,pump_return_to_peak,event_volatility_at_start,event_pump_threshold,minutes_to_peak,pump_regime,trough_time_5m,trough_price_5m,peak_drawdown_5m,minutes_to_trough_5m,event_drawdown_class_5m,trough_time_15m,trough_price_15m,peak_drawdown_15m,minutes_to_trough_15m,event_drawdown_class_15m,trough_time_30m,trough_price_30m,peak_drawdown_30m,minutes_to_trough_30m,event_drawdown_class_30m,trough_time_60m,trough_price_60m,peak_drawdown_60m,minutes_to_trough_60m,event_drawdown_class_60m,max_event_drawdown_class
SYNTHUSDT-20250124T120500-0019,SYNTHUSDT,2025-01-24 12:05:00+00:00,2025-01-24 13:01:00+00:00,2025-01-24 12:34:00+00:00,"15m,240m,60m",57,SYNTHUSDT-20250124T120500-RAW0032,1,107.07642435022026,136.46800366360617,0.2744916025329103,0.04594799584935289,0.09189599169870578,29.0,FAST,2025-01-24 12:39:00+00:00,134.9376137657678,-0.011214276290072989,5.0,0,2025-01-24 12:44:00+00:00,134.6058588405085,-0.0136452851445521,10.0,0,2025-01-24 13:03:00+00:00,133.37429546888018,-0.022669842832551357,29.0,0,2025-01-24 13:06:00+00:00,133.34907809370665,-0.022854628822648215,32.0,0,0
SYNTHUSDT-20250125T180500-0020,SYNTHUSDT,2025-01-25 18:05:00+00:00,2025-01-25 19:36:00+00:00,2025-01-25 19:05:00+00:00,"15m,240m,60m",85,SYNTHUSDT-20250125T180500-RAW0034,1,139.49702717714106,200.2837203578911,0.43575619072913807,0.021762361291099507,0.04352472258219901,60.0,MEDIUM,2025-01-25 19:09:00+00:00,198.16996385024348,-0.010553810883233594,4.0,0,2025-01-25 19:20:00+00:00,195.87080840337504,-0.022033303289106798,15.0,0,2025-01-25 19:35:00+00:00,194.12108356938822,-0.030769534226200435,30.0,1,2025-01-25 19:51:00+00:00,193.762880279493,-0.032558013535727626,46.0,1,1
SYNTHUSDT-20250127T000500-0021,SYNTHUSDT,2025-01-27 00:05:00+00:00,2025-01-27 01:11:00+00:00,2025-01-27 00:37:00+00:00,"15m,240m,60m",65,SYNTHUSDT-20250127T000500-RAW0036,1,215.61648860573942,322.9869780961078,0.4979697526133924,0.035358618896563436,0.07071723779312687,32.0,MEDIUM,2025-01-27 00:41:00+00:00,320.5113244794468,-0.007664871293741049,4.0,0,2025-01-27 00:48:00+00:00,319.04847090743567,-0.01219401231556827,11.0,0,2025-01-27 01:07:00+00:00,313.75497496284083,-0.028583205390156352,30.0,0,2025-01-27 01:12:00+00:00,313.2035221085067,-0.03029055860168428,35.0,1,1
SYNTHUSDT-20250128T060500-0022,SYNTHUSDT,2025-01-28 06:05:00+00:00,2025-01-28 07:04:00+00:00,2025-01-28 06:52:00+00:00,"15m,240m,60m",60,SYNTHUSDT-20250128T060500-RAW0038,1,323.5637217578862,435.5318747603569,0.34604668407867245,0.021542773850364464,0.04308554770072893,47.0,MEDIUM,2025-01-28 06:57:00+00:00,416.0004647642609,-0.04484496113365477,5.0,1,2025-01-28 07:07:00+00:00,386.2774308829805,-0.11309033099925858,15.0,3,2025-01-28 07:19:00+00:00,363.04017941702983,-0.16644406424492864,27.0,4,2025-01-28 07:28:00+00:00,362.71963090767895,-0.16718005747051579,36.0,4,4
SYNTHUSDT-20250129T120500-0023,SYNTHUSDT,2025-01-29 12:05:00+00:00,2025-01-29 12:52:00+00:00,2025-01-29 12:35:00+00:00,"15m,240m,60m",48,SYNTHUSDT-20250129T120500-RAW0039,1,412.20892883628375,555.702480700831,0.3481087910192704,0.05164525350396102,0.10329050700792204,30.0,FAST,2025-01-29 12:40:00+00:00,536.6546678540245,-0.03427699804899931,5.0,1,2025-01-29 12:50:00+00:00,504.23617157930045,-0.09261486300479194,15.0,3,2025-01-29 13:00:00+00:00,487.24410654055123,-0.12319249335353444,25.0,4,2025-01-29 13:07:00+00:00,486.6472950371445,-0.12426647003014402,32.0,4,4
SYNTHUSDT-20250130T180500-0024,SYNTHUSDT,2025-01-30 18:05:00+00:00,2025-01-30 19:03:00+00:00,2025-01-30 18:44:00+00:00,"15m,240m,60m",59,SYNTHUSDT-20250130T180500-RAW0040,1,495.67788932739796,748.6395095888718,0.5103346865133038,0.028511149896483227,0.057022299792966455,39.0,MEDIUM,2025-01-30 18:48:00+00:00,742.6549445142872,-0.00799392096988183,4.0,0,2025-01-30 18:59:00+00:00,667.150154742563,-0.10884992550160766,15.0,3,2025-01-30 19:11:00+00:00,577.108626200788,-0.22912347156548407,27.0,4,2025-01-30 19:20:00+00:00,575.0696700775068,-0.23184702021228332,36.0,4,4
SYNTHUSDT-20250201T000500-0025,SYNTHUSDT,2025-02-01 00:05:00+00:00,2025-02-01 01:00:00+00:00,2025-02-01 00:34:00+00:00,"15m,240m,60m",56,SYNTHUSDT-20250201T000500-RAW0041,1,650.7934289067518,808.6379612534944,0.24254168117815933,0.0402575183579193,0.0805150367158386,29.0,FAST,2025-02-01 00:39:00+00:00,801.5707318760686,-0.00873967055228353,5.0,0,2025-02-01 00:49:00+00:00,784.2992578008536,-0.030098393371135512,15.0,1,2025-02-01 01:04:00+00:00,757.2248151930256,-0.06357993134625006,30.0,2,2025-02-01 01:26:00+00:00,749.6128456598883,-0.07299325337399376,52.0,2,2
SYNTHUSDT-20250202T061000-0026,SYNTHUSDT,2025-02-02 06:10:00+00:00,2025-02-02 07:13:00+00:00,2025-02-02 06:50:00+00:00,"15m,240m,60m",64,SYNTHUSDT-20250202T061000-RAW0042,1,787.7683110602254,931.790857030191,0.18282348242230184,0.015285393366095563,0.030570786732191126,40.0,MEDIUM,2025-02-02 06:55:00+00:00,917.5101148961594,-0.015326123911053702,5.0,0,2025-02-02 07:05:00+00:00,899.190558518423,-0.03498671216379157,15.0,1,2025-02-02 07:20:00+00:00,870.0857177844501,-0.06622209134183588,30.0,2,2025-02-02 07:28:00+00:00,867.4768851339131,-0.0690218962882505,38.0,2,2
SYNTHUSDT-20250203T120500-0027,SYNTHUSDT,2025-02-03 12:05:00+00:00,2025-02-03 12:51:00+00:00,2025-02-03 12:37:00+00:00,"15m,240m,60m",47,SYNTHUSDT-20250203T120500-RAW0043,1,956.3231196147757,1359.44792769827,0.4215361940071889,0.05107255811370413,0.10214511622740827,32.0,MEDIUM,2025-02-03 12:42:00+00:00,1322.2754394675817,-0.027343811758664627,5.0,0,2025-02-03 12:52:00+00:00,1272.6346251508476,-0.06385923342750544,15.0,2,2025-02-03 12:58:00+00:00,1271.6187104006476,-0.06460653292276453,21.0,2,2025-02-03 13:31:00+00:00,1266.1931908539937,-0.0685975056081547,54.0,2,2
SYNTHUSDT-20250204T180500-0028,SYNTHUSDT,2025-02-04 18:05:00+00:00,2025-02-04 18:52:00+00:00,2025-02-04 18:25:00+00:00,"15m,240m,60m",48,SYNTHUSDT-20250204T180500-RAW0046,1,1349.2875431025118,1830.2272423164636,0.35643973864021117,0.03782602107325966,0.07565204214651931,20.0,FAST,2025-02-04 18:27:00+00:00,1817.279667866356,-0.007074298836094339,2.0,0,2025-02-04 18:31:00+00:00,1813.0089977668433,-0.009407708590233654,6.0,0,2025-02-04 18:55:00+00:00,1572.4698702630028,-0.14083353481681604,30.0,4,2025-02-04 19:14:00+00:00,1514.2340917330455,-0.17265241346941984,49.0,4,4
SYNTHUSDT-20250206T000500-0029,SYNTHUSDT,2025-02-06 00:05:00+00:00,2025-02-06 01:24:00+00:00,2025-02-06 00:41:00+00:00,"15m,240m,60m",80,SYNTHUSDT-20250206T000500-RAW0047,1,1636.2259574697869,2445.79933890045,0.49478091808454394,0.025498330215949227,0.050996660431898454,36.0,MEDIUM,2025-02-06 00:46:00+00:00,2421.2155765348148,-0.010051422442810543,5.0,0,2025-02-06 00:49:00+00:00,2410.9200200804657,-0.014260907779811927,8.0,0,2025-02-06 01:11:00+00:00,2369.6312806470532,-0.03114239874136171,30.0,1,2025-02-06 01:40:00+00:00,2305.803260121759,-0.057239396769821815,59.0,2,2
SYNTHUSDT-20250207T060500-0030,SYNTHUSDT,2025-02-07 06:05:00+00:00,2025-02-07 06:57:00+00:00,2025-02-07 06:31:00+00:00,"15m,240m,60m",53,SYNTHUSDT-20250207T060500-RAW0049,1,2523.388055417597,3511.5986805075886,0.3916205527597505,0.02923291238765334,0.05846582477530668,26.0,FAST,2025-02-07 06:35:00+00:00,3474.875139553378,-0.010457784130646242,4.0,0,2025-02-07 06:46:00+00:00,3447.2139140795357,-0.018334887407676748,15.0,0,2025-02-07 07:00:00+00:00,2954.908260388173,-0.15852905493145597,29.0,4,2025-02-07 07:03:00+00:00,2950.2637658302883,-0.1598516703498024,32.0,4,4
SYNTHUSDT-20250208T120500-0031,SYNTHUSDT,2025-02-08 12:05:00+00:00,2025-02-08 13:34:00+00:00,2025-02-08 14:43:00+00:00,"15m,240m,60m",69,SYNTHUSDT-20250208T120500-RAW0050,1,3065.1365873196514,4361.92347942791,0.4230763801760138,0.0302274891458899,0.0604549782917798,158.0,SLOW,2025-02-08 14:46:00+00:00,4337.780524497755,-0.005534933165155187,3.0,0,2025-02-08 14:46:00+00:00,4337.780524497755,-0.005534933165155187,3.0,0,2025-02-08 15:09:00+00:00,4315.219425458569,-0.010707215335071907,26.0,0,2025-02-08 15:09:00+00:00,4315.219425458569,-0.010707215335071907,26.0,0,0
SYNTHUSDT-20250209T180500-0032,SYNTHUSDT,2025-02-09 18:05:00+00:00,2025-02-09 19:13:00+00:00,2025-02-09 18:35:00+00:00,"15m,240m,60m",69,SYNTHUSDT-20250209T180500-RAW0052,1,4588.197185601915,6183.794280163891,0.3477612295236725,0.02299471701283101,0.04598943402566202,30.0,FAST,2025-02-09 18:40:00+00:00,6147.300820894115,-0.005901467224878165,5.0,0,2025-02-09 18:50:00+00:00,6107.995736240713,-0.012257610859779278,15.0,0,2025-02-09 19:05:00+00:00,5990.4987100425415,-0.03125840889328979,30.0,1,2025-02-09 19:15:00+00:00,5884.287961676373,-0.04843406894182456,40.0,1,1
SYNTHUSDT-20250211T000500-0033,SYNTHUSDT,2025-02-11 00:05:00+00:00,2025-02-11 00:58:00+00:00,2025-02-11 00:52:00+00:00,"15m,240m,60m",54,SYNTHUSDT-20250211T000500-RAW0055,1,6142.94204555849,8127.490899223832,0.32306162730286925,0.018912622316278046,0.03782524463255609,47.0,MEDIUM,2025-02-11 00:57:00+00:00,7467.272868189092,-0.08123270013108097,5.0,3,2025-02-11 01:07:00+00:00,6408.908757837813,-0.21145297640999405,15.0,4,2025-02-11 01:21:00+00:00,6391.380933559578,-0.21360958593383972,29.0,4,2025-02-11 01:42:00+00:00,6383.50855811179,-0.21457819673210465,50.0,4,4
SYNTHUSDT-20250212T060600-0034,SYNTHUSDT,2025-02-12 06:06:00+00:00,2025-02-12 07:03:00+00:00,2025-02-12 06:47:00+00:00,"15m,240m,60m",58,SYNTHUSDT-20250212T060600-RAW0056,1,6727.971759887498,8414.175040396982,0.25062579640460325,0.02330194700004246,0.04660389400008492,41.0,MEDIUM,2025-02-12 06:52:00+00:00,8323.450239953305,-0.01078237616974942,5.0,0,2025-02-12 07:02:00+00:00,8115.546034008337,-0.03549118065109269,15.0,1,2025-02-12 07:05:00+00:00,8096.049166734804,-0.03780832608483131,18.0,1,2025-02-12 07:44:00+00:00,8072.873586677352,-0.04056267573244199,57.0,1,1
SYNTHUSDT-20250213T120500-0035,SYNTHUSDT,2025-02-13 12:05:00+00:00,2025-02-13 13:19:00+00:00,2025-02-13 12:51:00+00:00,"15m,240m,60m",65,SYNTHUSDT-20250213T120500-RAW0058,1,8438.395892251076,11011.187652788312,0.30489109463326014,0.020632624049106707,0.041265248098213414,46.0,MEDIUM,2025-02-13 12:56:00+00:00,10929.398813142485,-0.007427794550855404,5.0,0,2025-02-13 13:06:00+00:00,10640.91888594127,-0.033626596741658576,15.0,1,2025-02-13 13:09:00+00:00,10591.741322865859,-0.03809274195924173,18.0,1,2025-02-13 13:09:00+00:00,10591.741322865859,-0.03809274195924173,18.0,1,1
SYNTHUSDT-20250214T180500-0036,SYNTHUSDT,2025-02-14 18:05:00+00:00,2025-02-14 18:56:00+00:00,2025-02-14 18:43:00+00:00,"15m,240m,60m",52,SYNTHUSDT-20250214T180500-RAW0059,1,12404.670110776076,17019.617958609102,0.3720330977463051,0.047709805574908906,0.09541961114981781,38.0,MEDIUM,2025-02-14 18:48:00+00:00,16527.3555896612,-0.02892323259811469,5.0,0,2025-02-14 18:57:00+00:00,15827.32904238045,-0.07005380021621177,14.0,2,2025-02-14 19:00:00+00:00,15812.504742492456,-0.07092481271038442,17.0,2,2025-02-14 19:25:00+00:00,15786.17274300065,-0.07247196844301274,42.0,2,2
SYNTHUSDT-20250216T000500-0037,SYNTHUSDT,2025-02-16 00:05:00+00:00,2025-02-16 01:03:00+00:00,2025-02-16 00:54:00+00:00,"15m,240m,60m",59,SYNTHUSDT-20250216T000500-RAW0060,1,16441.304351673964,22739.669842052568,0.3830818623424692,0.019546825956482487,0.039093651912964975,49.0,MEDIUM,2025-02-16 00:59:00+00:00,21334.35271229172,-0.06180024334223144,5.0,2,2025-02-16 01:07:00+00:00,19560.284696684277,-0.13981668016519044,13.0,4,2025-02-16 01:20:00+00:00,19537.033894903794,-0.14083915770958666,26.0,4,2025-02-16 01:54:00+00:00,19475.09764913064,-0.14356286681369235,60.0,4,4
SYNTHUSDT-20250217T060500-0038,SYNTHUSDT,2025-02-17 06:05:00+00:00,2025-02-17 07:21:00+00:00,2025-02-17 06:54:00+00:00,"15m,240m,60m",77,SYNTHUSDT-20250217T060500-RAW0061,1,22119.071595051566,33238.64824605084,0.502714438226554,0.02793198198996209,0.05586396397992418,49.0,MEDIUM,2025-02-17 06:58:00+00:00,32975.913990955014,-0.007904480746356524,4.0,0,2025-02-17 07:09:00+00:00,32722.51125979623,-0.015528218308815678,15.0,0,2025-02-17 07:21:00+00:00,32373.534524368806,-0.02602734368973092,27.0,0,2025-02-17 07:43:00+00:00,32264.311628885636,-0.029313364669725006,49.0,0,0
SYNTHUSDT-20250218T120500-0039,SYNTHUSDT,2025-02-18 12:05:00+00:00,2025-02-18 13:09:00+00:00,2025-02-18 12:39:00+00:00,"15m,240m,60m",65,SYNTHUSDT-20250218T120500-RAW0062,1,35687.626823321996,49778.485858729604,0.3948387799829598,0.0454922025043029,0.0909844050086058,34.0,MEDIUM,2025-02-18 12:44:00+00:00,49318.04151681588,-0.009249866362356918,5.0,0,2025-02-18 12:54:00+00:00,48314.500716454204,-0.029409997452115366,15.0,0,2025-02-18 13:09:00+00:00,46917.435447857104,-0.05747564156515539,30.0,2,2025-02-18 13:35:00+00:00,46786.609047938226,-0.06010381310677604,56.0,2,2
SYNTHUSDT-20250219T180500-0040,SYNTHUSDT,2025-02-19 18:05:00+00:00,2025-02-19 19:02:00+00:00,2025-02-19 18:24:00+00:00,"15m,240m,60m",58,SYNTHUSDT-20250219T180500-RAW0064,1,51050.86880789132,66298.41498641146,0.2986735884142919,0.0409146507243006,0.0818293014486012,19.0,FAST,2025-02-19 18:29:00+00:00,65739.56282209799,-0.008429344267551708,5.0,0,2025-02-19 18:37:00+00:00,64975.98100027961,-0.01994669082817291,13.0,0,2025-02-19 18:54:00+00:00,62866.15334987325,-0.05176988978155339,30.0,2,2025-02-19 19:13:00+00:00,61581.258178567,-0.07115037077147757,49.0,2,2
SYNTHUSDT-20250221T000500-0041,SYNTHUSDT,2025-02-21 00:05:00+00:00,2025-02-21 01:02:00+00:00,2025-02-21 00:47:00+00:00,"15m,240m,60m",58,SYNTHUSDT-20250221T000500-RAW0065,1,67694.4065727286,97610.84091436715,0.44193362282446946,0.048223152057433064,0.09644630411486613,42.0,MEDIUM,2025-02-21 00:52:00+00:00,92763.3724942444,-0.049661168520977905,5.0,1,2025-02-21 01:02:00+00:00,86391.7492542455,-0.11493694301808155,15.0,3,2025-02-21 01:13:00+00:00,81650.74899691543,-0.16350737036937646,26.0,4,2025-02-21 01:32:00+00:00,81594.34845598541,-0.16408518058391497,45.0,4,4
SYNTHUSDT-20250222T060500-0042,SYNTHUSDT,2025-02-22 06:05:00+00:00,2025-02-22 06:58:00+00:00,2025-02-22 06:36:00+00:00,"15m,240m,60m",54,SYNTHUSDT-20250222T060500-RAW0066,1,88383.40739941185,124096.11459818462,0.4040657432156256,0.026015993666428056,0.05203198733285611,31.0,MEDIUM,2025-02-22 06:38:00+00:00,122860.16704458045,-0.00995959911884503,2.0,0,2025-02-22 06:51:00+00:00,121361.82368087226,-0.022033654527910285,15.0,0,2025-02-22 07:06:00+00:00,95098.32464652215,-0.23367202144527643,30.0,4,2025-02-22 07:22:00+00:00,80454.39791576446,-0.3516767372107441,46.0,4,4
SYNTHUSDT-20250223T120500-0043,SYNTHUSDT,2025-02-23 12:05:00+00:00,2025-02-23 12:46:00+00:00,2025-02-23 12:31:00+00:00,"15m,240m,60m",42,SYNTHUSDT-20250223T120500-RAW0067,1,85856.19746693177,101598.56144629064,0.18335733987546066,0.02288164345232381,0.04576328690464762,26.0,FAST,2025-02-23 12:35:00+00:00,101008.10275633798,-0.005811683566649739,4.0,0,2025-02-23 12:46:00+00:00,95819.9257363288,-0.05687714105102426,15.0,2,2025-02-23 13:01:00+00:00,83617.5471589944,-0.17698099295236347,30.0,4,2025-02-23 13:06:00+00:00,79935.34894768498,-0.21322361449042526,35.0,4,4
SYNTHUSDT-20250224T180500-0044,SYNTHUSDT,2025-02-24 18:05:00+00:00,2025-02-24 18:50:00+00:00,2025-02-24 18:26:00+00:00,"15m,240m,60m",46,SYNTHUSDT-20250224T180500-RAW0068,1,85399.51054768037,118557.9985308731,0.3882749183284795,0.040078766220951315,0.08015753244190263,21.0,FAST,2025-02-24 18:31:00+00:00,117593.62066729841,-0.008134228609835703,5.0,0,2025-02-24 18:40:00+00:00,117047.01368769765,-0.012744689197684012,14.0,0,2025-02-24 18:56:00+00:00,97120.93457748818,-0.1808149953526973,30.0,4,2025-02-24 19:23:00+00:00,83102.65321548436,-0.29905485715631397,57.0,4,4
SYNTHUSDT-20250226T000500-0045,SYNTHUSDT,2025-02-26 00:05:00+00:00,2025-02-26 01:11:00+00:00,2025-02-26 00:31:00+00:00,"15m,240m,60m",67,SYNTHUSDT-20250226T000500-RAW0069,1,91131.77573169426,121833.27558288249,0.33689127205836633,0.034438102496759555,0.06887620499351911,26.0,FAST,2025-02-26 00:32:00+00:00,121169.40519895851,-0.0054490071021060515,1.0,0,2025-02-26 00:46:00+00:00,119715.34053420881,-0.01738388004870528,15.0,0,2025-02-26 01:00:00+00:00,117026.6214965098,-0.039452719820397,29.0,1,2025-02-26 01:26:00+00:00,114459.16689029813,-0.06052622862928603,55.0,2,2
SYNTHUSDT-20250227T060500-0046,SYNTHUSDT,2025-02-27 06:05:00+00:00,2025-02-27 06:37:00+00:00,2025-02-27 06:24:00+00:00,"15m,240m,60m",33,SYNTHUSDT-20250227T060500-RAW0072,1,135104.37384851396,184659.63446749336,0.36679242283113145,0.05858030320408394,0.11716060640816787,19.0,FAST,2025-02-27 06:25:00+00:00,183172.852980356,-0.008051469891754315,1.0,0,2025-02-27 06:39:00+00:00,160539.0095873689,-0.1306220763930438,15.0,4,2025-02-27 06:53:00+00:00,122940.98465601959,-0.33422924284158295,29.0,4,2025-02-27 07:18:00+00:00,122508.68418368883,-0.33657030927755516,54.0,4,4
SYNTHUSDT-20250228T120500-0047,SYNTHUSDT,2025-02-28 12:05:00+00:00,2025-02-28 12:46:00+00:00,2025-02-28 12:35:00+00:00,"15m,240m,60m",42,SYNTHUSDT-20250228T120500-RAW0073,1,129451.8544771036,163200.00736291724,0.2607004204160146,0.026483535040366463,0.052967070080732925,30.0,FAST,2025-02-28 12:40:00+00:00,160714.12743479724,-0.015232106715485694,5.0,0,2025-02-28 12:50:00+00:00,143007.24962454874,-0.12373012761858948,15.0,4,2025-02-28 13:05:00+00:00,119416.8590261335,-0.2682790830972246,30.0,4,2025-02-28 13:20:00+00:00,116297.49420767074,-0.28739283724998055,45.0,4,4
